"std_b0","std_b1","std_b2","std_b3","std_b4","std_b5","std_b6","std_b7"
"87.27155203364657","42.13214958012462","68.14802792422603","64.45695836817134","120.00590496841276","106.50661880466282","78.29413920029415","9.812295836963282"
