timestamp,can_id,byte_0,byte_1,byte_2,byte_3,byte_4,byte_5,byte_6,byte_7,byte_4_diff,driving_state
10.92325,111,227,163,13,63,252,237,112,134,22.0,driving
11.1212,111,215,171,109,62,17,66,112,122,235.0,driving
11.31905,111,213,147,141,62,0,174,80,132,17.0,driving
11.51705,111,207,195,45,62,0,54,112,127,0.0,idle
11.71505,111,209,219,13,190,245,57,80,127,245.0,driving
11.9132,111,219,163,141,61,248,229,143,125,3.0,idle
12.1112,111,213,155,205,189,0,38,240,131,248.0,driving
12.30905,111,207,203,237,61,254,37,80,126,254.0,driving
12.50705,111,215,203,13,190,6,14,144,126,248.0,driving
12.70505,111,219,163,141,61,250,229,175,129,244.0,driving
12.9033,111,213,163,205,189,5,2,176,126,245.0,driving
13.1012,111,211,227,13,62,4,242,207,125,1.0,idle
13.29905,111,213,219,237,189,254,221,47,129,250.0,driving
13.49705,111,219,155,141,189,250,17,144,130,4.0,idle
13.69505,111,213,147,141,189,246,33,240,126,4.0,idle
13.8932,111,211,227,237,189,21,82,80,131,225.0,driving
14.0912,111,221,163,141,61,244,209,239,127,223.0,driving
14.28905,111,213,147,173,61,252,217,111,129,8.0,idle
14.48705,111,209,187,45,62,4,202,111,126,248.0,driving
14.68505,111,205,235,173,189,248,53,112,127,244.0,driving
14.88195,111,215,131,13,62,0,250,15,131,248.0,driving
15.0796,111,201,235,237,61,251,201,79,129,251.0,driving
15.2776,111,207,243,45,62,13,90,176,126,238.0,driving
15.4756,111,209,163,205,189,1,206,79,126,12.0,driving
15.6736,111,207,179,205,189,248,13,144,130,247.0,driving
15.87165,111,205,243,141,62,8,242,143,129,240.0,driving
16.069599999999998,111,209,203,109,190,11,66,144,124,3.0,idle
16.267599999999998,111,215,107,13,190,12,50,208,129,1.0,idle
16.4656,111,199,195,109,62,5,14,240,129,7.0,idle
16.6636,111,201,235,141,190,6,246,79,127,1.0,idle
16.8617,111,213,163,77,62,8,14,80,127,2.0,idle
17.0596,111,209,139,205,62,255,17,240,128,247.0,driving
17.2576,111,199,219,205,190,254,21,48,131,1.0,idle
17.4562,111,205,227,173,62,0,18,144,127,254.0,driving
17.65505,111,209,171,109,190,3,230,239,125,3.0,idle
17.853199999999998,111,205,163,173,62,250,5,144,131,247.0,driving
18.0512,111,201,211,173,62,254,1,112,129,4.0,idle
18.2491,111,205,211,173,62,3,18,80,125,251.0,driving
18.4456,111,215,115,173,62,1,30,48,129,2.0,idle
18.6436,111,211,171,141,62,252,21,176,123,251.0,driving
18.8418,111,207,243,77,62,1,2,208,124,251.0,driving
19.0396,111,217,155,77,62,250,245,239,129,249.0,driving
19.2376,111,217,123,173,62,1,6,80,128,249.0,driving
19.4356,111,209,195,141,62,2,22,80,127,1.0,idle
19.6336,111,209,211,237,189,0,14,80,127,2.0,idle
19.8318,111,217,131,13,62,250,253,239,130,250.0,driving
20.0296,111,213,131,77,62,254,41,112,128,4.0,idle
20.2276,111,205,227,141,190,8,2,208,125,246.0,driving
20.4256,111,211,211,109,190,1,246,15,128,7.0,idle
20.6236,111,223,115,77,190,250,253,143,129,249.0,driving
20.8218,111,217,131,109,190,252,245,207,125,2.0,idle
21.0196,111,209,243,109,190,1,246,79,125,251.0,driving
21.217599999999997,111,217,147,205,62,252,253,143,128,251.0,driving
21.4156,111,207,219,141,62,252,9,112,130,0.0,idle
21.6136,111,213,195,77,62,1,10,48,127,251.0,driving
21.8117,111,219,131,237,61,1,242,15,127,0.0,idle
22.0096,111,217,115,109,62,254,25,240,130,253.0,driving
22.2076,111,209,227,109,190,247,37,112,129,7.0,idle
22.4056,111,219,163,237,189,8,246,143,126,239.0,driving
22.6036,111,217,115,77,190,7,242,143,128,1.0,idle
22.8018,111,215,179,141,190,248,13,144,131,241.0,driving
22.999599999999997,111,215,235,109,190,254,1,112,127,6.0,idle
23.1976,111,221,131,45,62,254,217,143,125,0.0,idle
23.3956,111,219,115,77,62,253,5,240,130,1.0,idle
23.5936,111,205,219,77,190,254,245,207,128,1.0,idle
23.79175,111,215,203,109,62,253,17,176,128,1.0,idle
23.9896,111,215,147,109,62,251,1,208,126,2.0,idle
24.1876,111,209,171,141,190,246,249,143,130,5.0,idle
24.3856,111,205,35,78,62,253,37,208,127,7.0,idle
24.5836,111,215,179,237,61,250,41,144,125,3.0,idle
24.7819,111,197,227,205,190,252,173,143,132,2.0,idle
24.9796,111,205,235,141,190,4,230,239,124,248.0,driving
25.1776,111,201,219,109,62,247,25,208,126,243.0,driving
25.3756,111,97,204,46,57,198,204,249,2,49.0,driving
25.5736,111,111,52,143,182,249,213,47,130,51.0,driving
25.771749999999997,111,111,68,175,58,58,238,178,124,191.0,driving
25.9696,111,95,116,207,58,23,250,144,128,35.0,driving
26.1676,111,121,20,207,57,240,229,142,130,217.0,driving
26.365599999999997,111,133,252,142,57,247,137,143,129,7.0,idle
26.563599999999997,111,103,68,111,58,5,190,48,125,242.0,driving
26.7617,111,103,116,47,186,3,50,240,129,2.0,idle
26.9596,111,119,60,143,178,255,157,143,129,252.0,driving
27.1576,111,233,91,175,189,158,150,11,253,97.0,driving
27.3556,111,219,139,206,190,88,78,239,129,70.0,driving
27.5536,111,229,163,173,188,10,254,46,134,78.0,driving
27.7521,111,215,227,77,60,43,70,80,130,33.0,driving
27.9496,111,207,3,46,61,41,90,208,125,2.0,idle
28.147599999999997,111,223,155,173,189,26,242,143,127,15.0,driving
28.345599999999997,111,221,163,141,189,246,109,16,132,220.0,driving
28.5436,111,217,171,45,61,11,38,176,126,235.0,driving
28.74185,111,219,179,173,61,243,41,48,128,232.0,driving
28.9411,111,221,171,141,189,244,1,112,127,1.0,idle
29.1392,111,217,203,77,61,255,29,176,129,11.0,driving
29.3371,111,217,203,13,61,250,245,15,129,5.0,idle
29.5351,111,217,187,141,61,4,226,111,128,246.0,driving
29.73325,111,219,203,77,61,10,222,111,129,6.0,idle
29.931099999999997,111,219,187,13,189,4,238,175,128,6.0,idle
30.129199999999997,111,221,155,13,61,5,218,175,128,1.0,idle
30.3271,111,215,187,141,189,251,17,48,128,246.0,driving
30.5251,111,215,195,77,61,252,45,144,128,1.0,idle
30.72325,111,219,179,77,189,249,29,208,127,3.0,idle
30.9211,111,215,179,109,189,252,229,111,127,3.0,idle
31.119249999999997,111,215,187,77,189,255,1,112,128,3.0,idle
31.3171,111,215,211,45,61,254,13,176,127,1.0,idle
31.5151,111,219,179,45,189,254,221,143,128,0.0,idle
31.71325,111,215,203,77,189,4,26,16,128,250.0,driving
31.9111,111,215,203,45,61,2,246,111,128,2.0,idle
32.1092,111,217,179,205,188,248,229,207,128,246.0,driving
32.3071,111,217,179,13,61,5,250,15,129,243.0,driving
32.5051,111,213,211,237,60,9,10,16,128,4.0,idle
32.70325,111,215,211,205,60,255,37,144,127,246.0,driving
32.9011,111,217,187,45,189,252,241,175,128,3.0,idle
33.099199999999996,111,215,203,13,61,4,26,80,128,248.0,driving
33.2971,111,213,227,45,61,253,253,207,127,249.0,driving
33.4951,111,215,187,237,188,247,233,79,129,6.0,idle
33.69195,111,215,211,237,60,255,241,207,128,8.0,idle
33.8896,111,217,203,13,61,2,14,208,127,253.0,driving
34.0876,111,217,179,205,60,254,5,112,127,252.0,driving
34.285599999999995,111,215,203,237,60,243,1,16,128,11.0,driving
34.484249999999996,111,215,203,205,188,4,22,176,128,239.0,driving
34.6824,111,215,195,45,189,2,22,240,127,2.0,idle
34.8806,111,215,195,13,61,244,249,47,128,242.0,driving
35.0792,111,215,211,237,60,2,250,207,128,242.0,driving
35.2771,111,217,203,13,61,8,18,48,127,6.0,idle
35.4751,111,219,171,141,60,250,5,176,127,242.0,driving
35.673249999999996,111,215,211,237,188,245,1,80,128,5.0,idle
35.8711,111,215,211,173,188,5,30,16,128,240.0,driving
36.06925,111,219,187,141,188,2,246,143,128,3.0,idle
36.2671,111,217,187,173,60,250,233,207,127,248.0,driving
36.4651,111,215,203,205,60,10,242,143,130,240.0,driving
36.6632,111,215,203,173,188,20,18,176,127,10.0,idle
36.8611,111,215,171,45,61,245,241,207,128,225.0,driving
37.05925,111,213,211,45,61,253,225,207,128,8.0,idle
37.2571,111,211,227,173,60,8,38,48,128,245.0,driving
37.45365,111,215,195,205,60,0,230,111,128,8.0,idle
37.6518,111,217,179,13,61,8,26,80,127,8.0,idle
37.84965,111,211,219,109,61,6,18,112,129,2.0,idle
38.04765,111,215,187,141,189,0,222,175,130,6.0,idle
38.24565,111,215,171,77,189,251,29,80,128,251.0,driving
38.44365,111,213,203,77,189,254,9,16,128,3.0,idle
38.64185,111,213,211,45,189,252,245,239,128,2.0,idle
38.83965,111,213,187,13,61,243,249,79,128,9.0,idle
39.03765,111,215,179,13,61,7,22,16,128,236.0,driving
39.23565,111,211,219,45,61,3,238,79,128,4.0,idle
39.4336,111,215,187,45,61,250,245,79,128,247.0,driving
39.6318,111,217,171,205,60,0,10,176,127,250.0,driving
39.8296,111,213,203,13,189,252,9,112,126,252.0,driving
40.0276,111,217,163,13,189,244,253,175,128,8.0,idle
40.22565,111,211,235,237,60,251,5,112,128,7.0,idle
40.423649999999995,111,213,211,237,188,0,22,48,128,251.0,driving
40.62175,111,217,179,237,188,250,253,15,127,250.0,driving
40.81965,111,213,195,237,188,243,253,175,128,7.0,idle
41.01765,111,211,219,13,189,255,249,175,128,12.0,driving
41.21565,111,215,187,13,61,2,22,112,126,253.0,driving
41.41365,111,215,187,237,188,246,5,48,128,244.0,driving
41.611799999999995,111,211,227,13,189,254,21,48,128,8.0,idle
41.80965,111,215,203,205,60,2,30,112,127,252.0,driving
42.00765,111,217,179,205,60,2,10,176,127,0.0,idle
42.20565,111,213,219,205,60,250,241,175,128,248.0,driving
42.40365,111,211,235,173,188,8,250,143,128,242.0,driving
42.6017,111,217,179,173,188,254,9,176,127,246.0,driving
42.79965,111,213,203,205,188,250,213,47,129,4.0,idle
42.99765,111,211,227,205,188,0,242,79,128,250.0,driving
43.19565,111,213,203,205,188,4,2,208,126,4.0,idle
43.39365,111,217,163,205,188,248,245,207,128,244.0,driving
43.591899999999995,111,211,227,173,60,255,5,208,126,7.0,idle
43.789649999999995,111,215,203,205,60,252,237,15,128,3.0,idle
43.987649999999995,111,217,179,173,188,246,1,144,128,6.0,idle
44.185649999999995,111,215,203,205,60,4,254,47,128,242.0,driving
44.38365,111,213,227,205,188,1,250,239,127,3.0,idle
44.58175,111,215,203,237,188,245,241,47,128,244.0,driving
44.77965,111,215,187,205,188,0,38,144,127,245.0,driving
44.97765,111,215,211,237,59,220,21,81,119,220.0,driving
45.17565,111,15,108,45,186,172,137,212,97,48.0,driving
45.37365,111,251,171,13,59,228,85,176,133,56.0,driving
45.57185,111,227,251,205,55,71,230,22,154,157.0,driving
45.76965,111,211,147,206,191,39,65,165,146,32.0,driving
45.96765,111,151,91,110,184,38,253,204,175,1.0,idle
46.16565,111,169,99,206,183,208,173,172,123,170.0,driving
46.36365,111,167,43,78,59,45,26,77,127,163.0,driving
46.561699999999995,111,173,227,173,63,89,34,51,102,44.0,driving
46.75965,111,171,43,13,60,245,249,147,90,156.0,driving
46.95765,111,221,99,77,190,16,190,80,115,229.0,driving
47.15565,111,3,244,236,61,234,185,175,127,218.0,driving
47.353649999999995,111,181,67,14,188,184,46,46,56,50.0,driving
47.5518,111,75,204,205,66,205,24,207,191,21.0,driving
47.749649999999995,111,27,76,78,187,232,113,110,124,27.0,driving
47.94765,111,11,148,109,191,225,193,207,125,7.0,idle
48.14565,111,33,52,13,64,240,249,143,131,15.0,driving
48.34365,111,33,60,141,62,171,93,109,154,69.0,driving
48.5419,111,3,236,237,60,1,238,206,130,170.0,driving
48.74115,111,1,148,77,190,9,194,175,132,8.0,idle
48.9391,111,255,139,205,61,240,73,80,129,231.0,driving
49.137249999999995,111,3,148,173,190,232,169,80,127,8.0,idle
49.33515,111,255,163,205,62,14,226,15,131,218.0,driving
49.53335,111,5,124,77,62,255,241,207,129,241.0,driving
49.73115,111,1,172,77,62,251,93,16,127,4.0,idle
49.92915,111,1,164,45,190,252,21,208,127,1.0,idle
50.12725,111,3,124,109,62,247,41,112,128,5.0,idle
50.32515,111,1,148,173,62,8,22,144,127,239.0,driving
50.52325,111,1,164,109,190,255,221,15,129,247.0,driving
50.721149999999994,111,3,140,141,190,245,245,239,128,10.0,idle
50.919149999999995,111,1,132,109,62,253,5,112,127,8.0,idle
51.1173,111,1,180,141,190,8,210,79,127,245.0,driving
51.3151,111,1,156,109,190,248,205,239,128,240.0,driving
51.5133,111,255,107,173,62,247,21,16,129,1.0,idle
51.71115,111,255,171,141,190,14,6,144,127,233.0,driving
51.90915,111,255,163,77,62,0,238,143,128,14.0,driving
52.10725,111,1,148,77,62,247,9,112,129,247.0,driving
52.30515,111,1,156,141,62,9,66,208,126,238.0,driving
52.50335,111,5,124,13,62,1,6,80,128,8.0,idle
52.70115,111,1,148,77,62,248,245,111,129,247.0,driving
52.89915,111,3,188,77,190,2,18,240,127,246.0,driving
53.097249999999995,111,3,132,13,62,5,246,175,128,3.0,idle
53.29515,111,253,147,45,190,247,229,79,129,242.0,driving
53.49335,111,255,179,13,190,247,9,208,129,0.0,idle
53.69115,111,1,172,237,61,9,6,112,127,238.0,driving
53.88915,111,255,139,13,62,249,233,111,128,240.0,driving
54.0873,111,1,164,45,190,242,13,80,129,7.0,idle
54.285149999999994,111,255,155,205,189,10,10,240,126,232.0,driving
54.48325,111,255,123,77,62,251,229,79,128,241.0,driving
54.681149999999995,111,255,155,13,190,246,1,48,129,5.0,idle
54.87915,111,255,179,237,189,8,18,80,127,238.0,driving
55.07725,111,1,132,77,62,8,254,111,126,0.0,idle
55.27515,111,253,155,237,61,250,245,239,128,242.0,driving
55.47335,111,3,164,237,189,252,233,15,129,2.0,idle
55.67115,111,255,155,45,62,7,234,15,127,245.0,driving
55.86915,111,253,123,77,62,243,213,143,129,236.0,driving
56.067249999999994,111,253,163,45,62,246,237,175,129,3.0,idle
56.26365,111,253,187,237,61,245,189,111,129,1.0,idle
56.46185,111,251,131,77,190,240,5,240,129,5.0,idle
56.65965,111,255,155,237,61,11,2,240,126,229.0,driving
56.85765,111,255,155,237,61,251,245,79,128,240.0,driving
57.05565,111,253,123,109,190,244,13,144,129,7.0,idle
57.25365,111,251,139,13,190,9,2,16,128,235.0,driving
57.451899999999995,111,253,187,173,61,1,18,48,127,8.0,idle
57.649649999999994,111,253,147,13,62,247,37,176,128,246.0,driving
57.8477,111,251,155,237,61,5,246,207,127,242.0,driving
58.0457,111,1,188,13,62,2,246,79,128,3.0,idle
58.2437,111,251,163,77,62,247,1,176,129,245.0,driving
58.443349999999995,111,251,139,237,61,254,1,144,129,7.0,idle
58.6397,111,255,155,237,189,9,6,112,126,245.0,driving
58.8377,111,253,139,205,189,246,233,15,129,237.0,driving
59.0357,111,251,187,173,189,246,245,175,129,0.0,idle
59.23365,111,251,171,205,189,7,242,79,127,239.0,driving
59.4318,111,249,139,237,61,252,225,143,128,245.0,driving
59.62965,111,249,163,205,61,241,249,111,130,11.0,driving
59.82765,111,249,187,237,189,12,242,111,127,229.0,driving
60.02565,111,249,123,13,190,5,226,79,127,7.0,idle
60.223699999999994,111,245,155,205,61,241,17,208,128,236.0,driving
60.4218,111,251,163,173,61,1,18,16,128,240.0,driving
60.619699999999995,111,249,147,45,190,8,14,144,125,7.0,idle
60.817699999999995,111,247,147,237,61,245,241,15,129,237.0,driving
61.015699999999995,111,249,195,237,61,3,2,112,127,242.0,driving
61.2137,111,249,131,237,189,9,214,79,127,6.0,idle
61.4118,111,241,163,237,189,246,133,47,136,237.0,driving
61.6097,111,239,187,109,189,12,158,111,133,234.0,driving
61.8077,111,233,155,205,61,6,246,175,126,6.0,idle
62.0057,111,229,147,13,190,243,233,47,129,237.0,driving
62.20365,111,231,195,173,61,250,29,112,128,7.0,idle
62.40195,111,235,171,109,61,244,33,112,128,6.0,idle
62.59965,111,233,123,237,61,250,9,240,128,6.0,idle
62.7977,111,233,179,141,61,14,34,176,125,236.0,driving
62.9957,111,235,179,141,61,246,205,175,129,232.0,driving
63.1937,111,233,139,205,189,247,1,16,130,1.0,idle
63.39185,111,235,187,109,61,13,10,48,126,234.0,driving
63.5897,111,237,187,141,61,249,1,16,129,236.0,driving
63.787699999999994,111,237,123,141,61,239,181,239,131,10.0,idle
63.986,111,233,131,141,61,249,173,175,129,10.0,idle
64.1837,111,233,163,173,189,6,162,79,127,243.0,driving
64.3818,111,231,147,205,189,250,21,16,130,244.0,driving
64.5797,111,231,171,109,61,14,54,144,125,236.0,driving
64.7777,111,235,203,77,61,2,198,15,129,12.0,driving
64.9757,111,231,171,109,189,244,1,144,130,242.0,driving
65.1737,111,231,235,109,61,13,6,176,126,231.0,driving
65.3719,111,233,139,141,61,11,10,208,126,2.0,idle
65.5697,111,231,155,45,189,238,253,111,130,227.0,driving
65.76769999999999,111,231,235,45,189,1,34,144,127,237.0,driving
65.9657,111,233,187,77,189,16,6,16,125,15.0,driving
66.16369999999999,111,229,147,141,61,245,233,175,129,229.0,driving
66.36185,111,229,219,237,60,0,6,240,127,245.0,driving
66.55969999999999,111,231,171,109,189,10,18,80,126,10.0,idle
66.7577,111,229,147,141,61,241,229,175,129,231.0,driving
66.9557,111,229,227,45,61,247,241,47,129,6.0,idle
67.1537,111,233,171,45,61,8,6,176,126,239.0,driving
67.3519,111,229,163,141,189,243,1,144,128,235.0,driving
67.5497,111,229,219,45,189,244,9,80,129,1.0,idle
67.7477,111,233,171,237,60,13,242,207,126,231.0,driving
67.9457,111,227,147,109,189,249,241,143,128,236.0,driving
68.1437,111,227,187,13,189,241,249,111,130,8.0,idle
68.34335,111,227,203,45,189,251,253,47,128,10.0,idle
68.54115,111,227,139,141,61,250,245,15,128,1.0,idle
68.73915,111,227,195,45,61,10,30,176,126,240.0,driving
68.93715,111,233,195,45,61,2,226,239,127,8.0,idle
69.1353,111,231,147,141,61,242,5,240,129,240.0,driving
69.33335,111,229,171,13,189,5,14,144,127,237.0,driving
69.5312,111,233,203,109,189,255,5,112,128,250.0,driving
69.72919999999999,111,231,131,205,61,242,5,112,130,13.0,driving
69.9272,111,227,171,45,61,11,250,239,126,231.0,driving
70.1253,111,233,211,13,189,10,238,239,126,1.0,idle
70.32334999999999,111,231,139,141,189,240,233,239,129,230.0,driving
70.5212,111,225,179,141,189,11,14,16,128,229.0,driving
70.7192,111,233,187,173,61,14,38,208,125,3.0,idle
70.9172,111,229,171,45,62,245,245,111,130,231.0,driving
71.11534999999999,111,233,195,77,189,4,234,79,128,241.0,driving
71.3133,111,229,163,237,61,11,246,79,125,7.0,idle
71.51115,111,227,163,205,61,243,237,47,129,232.0,driving
71.7092,111,233,171,141,61,5,238,15,128,238.0,driving
71.9072,111,229,163,173,61,14,234,207,125,9.0,idle
72.1053,111,227,147,205,61,243,233,111,129,229.0,driving
72.30345,111,231,187,109,61,249,241,143,129,6.0,idle
72.5012,111,229,179,141,61,12,234,47,126,237.0,driving
72.69919999999999,111,225,155,173,61,243,245,239,128,231.0,driving
72.8972,111,229,203,77,189,247,229,207,129,4.0,idle
73.0953,111,227,195,141,189,12,210,207,126,235.0,driving
73.29335,111,225,155,173,189,243,245,15,129,231.0,driving
73.49119999999999,111,227,203,77,189,246,253,111,129,3.0,idle
73.6892,111,227,195,45,61,16,138,207,127,230.0,driving
73.88719999999999,111,225,171,109,189,243,229,207,129,227.0,driving
74.08534999999999,111,227,195,45,189,246,13,176,128,3.0,idle
74.2834,111,225,179,141,189,17,230,79,125,229.0,driving
74.4812,111,221,171,205,61,250,185,143,128,233.0,driving
74.6792,111,227,171,205,61,14,70,240,124,236.0,driving
74.8757,111,229,179,109,61,240,9,48,128,226.0,driving
75.07435,111,227,139,205,61,247,1,112,129,7.0,idle
75.27255,111,227,187,141,61,10,6,48,126,237.0,driving
75.4712,111,229,187,109,61,251,249,143,128,241.0,driving
75.6692,111,225,147,205,61,244,41,80,129,7.0,idle
75.8672,111,227,187,141,189,11,2,80,126,233.0,driving
76.06535,111,227,195,13,189,247,5,144,128,236.0,driving
76.26335,111,225,139,205,189,242,17,208,129,5.0,idle
76.46119999999999,111,229,163,13,61,8,10,112,126,234.0,driving
76.6592,111,229,195,13,189,246,21,144,128,238.0,driving
76.85719999999999,111,227,131,141,189,248,25,112,129,2.0,idle
77.05534999999999,111,227,179,237,60,14,34,176,125,234.0,driving
77.2534,111,227,203,45,61,247,17,112,128,233.0,driving
77.44969999999999,111,229,179,77,189,243,17,208,129,4.0,idle
77.64775,111,229,195,77,189,13,230,47,127,230.0,driving
77.84575,111,221,179,173,189,231,149,176,117,218.0,driving
78.04375,111,113,180,12,60,167,71,151,20,64.0,driving
78.2419,111,77,220,14,195,145,155,63,152,22.0,driving
78.43974999999999,111,11,188,143,198,56,2,82,94,89.0,driving
78.63775,111,45,60,111,73,252,253,207,127,196.0,driving
78.8357,111,35,148,143,201,250,241,207,127,2.0,idle
79.0337,111,35,140,111,201,253,33,176,127,3.0,idle
79.23185,111,35,140,143,73,1,42,208,127,252.0,driving
79.4297,111,35,148,207,201,251,253,207,127,250.0,driving
79.62769999999999,111,39,148,47,201,252,9,240,127,1.0,idle
79.8257,111,35,148,111,73,1,10,240,127,251.0,driving
80.02374999999999,111,37,148,239,201,255,245,175,127,254.0,driving
80.22189999999999,111,37,148,143,201,253,253,239,127,2.0,idle
80.41975,111,33,140,175,73,255,253,175,127,2.0,idle
80.61775,111,35,148,15,74,1,250,175,127,254.0,driving
80.81575,111,39,148,143,201,253,25,240,127,252.0,driving
81.01375,111,35,140,175,201,1,14,240,127,252.0,driving
81.212,111,37,156,15,202,255,9,16,128,254.0,driving
81.40975,111,37,148,143,73,2,250,207,127,253.0,driving
81.60775,111,35,140,175,73,2,238,143,127,0.0,idle
81.80575,111,37,148,15,202,0,250,239,127,2.0,idle
82.0037,111,37,148,143,201,0,14,240,127,0.0,idle
82.20179999999999,111,37,148,175,73,0,250,239,127,0.0,idle
82.39975,111,37,156,239,73,255,13,240,127,255.0,driving
82.59774999999999,111,37,148,143,201,0,2,208,127,255.0,driving
82.79575,111,35,140,175,73,0,250,111,127,0.0,idle
82.99374999999999,111,35,148,15,74,253,245,239,127,253.0,driving
83.19194999999999,111,37,148,175,73,255,249,207,127,2.0,idle
83.38974999999999,111,33,148,175,201,252,225,207,127,3.0,idle
83.58775,111,35,148,111,201,252,225,15,128,0.0,idle
83.78575,111,33,148,175,201,255,233,175,127,3.0,idle
83.98375,111,37,148,47,202,254,237,207,127,1.0,idle
84.1818,111,39,156,175,201,254,9,240,127,0.0,idle
84.37975,111,35,148,239,73,255,17,176,127,1.0,idle
84.57775,111,39,156,239,73,0,6,176,127,255.0,driving
84.77575,111,39,164,143,73,255,17,16,128,255.0,driving
84.97375,111,37,156,175,73,255,1,16,128,0.0,idle
85.172,111,37,156,47,202,1,234,239,127,254.0,driving
85.36975,111,37,148,143,201,251,233,15,128,250.0,driving
85.56774999999999,111,33,148,207,73,254,217,239,127,3.0,idle
85.76575,111,35,156,47,202,0,214,207,127,254.0,driving
85.96374999999999,111,39,156,207,73,253,233,207,127,253.0,driving
86.1619,111,37,156,207,73,254,245,111,127,1.0,idle
86.35974999999999,111,39,164,207,201,255,5,208,127,1.0,idle
86.55775,111,39,156,143,73,252,25,16,128,3.0,idle
86.75574999999999,111,37,164,175,73,1,34,240,127,251.0,driving
86.95375,111,37,164,239,201,254,13,240,127,253.0,driving
87.1519,111,41,164,111,73,252,9,16,128,2.0,idle
87.34975,111,37,164,207,73,255,1,208,127,3.0,idle
87.54775,111,39,164,239,201,254,17,240,127,1.0,idle
87.74575,111,41,164,143,201,254,17,208,127,0.0,idle
87.94375,111,39,164,175,73,4,246,175,127,250.0,driving
88.14189999999999,111,39,164,15,202,251,13,16,128,247.0,driving
88.3412,111,39,156,143,201,254,33,16,128,3.0,idle
88.53925,111,37,164,143,201,255,29,240,127,1.0,idle
88.73725,111,39,172,175,201,254,45,16,128,1.0,idle
88.93525,111,41,164,47,201,252,53,48,128,2.0,idle
89.1336,111,37,156,47,73,254,37,16,128,2.0,idle
89.33125,111,35,164,143,201,254,45,48,128,0.0,idle
89.52924999999999,111,37,156,47,201,1,58,240,127,253.0,driving
89.72725,111,37,164,79,201,252,45,16,128,251.0,driving
89.92524999999999,111,37,156,47,73,0,50,16,128,252.0,driving
90.12345,111,35,156,79,201,5,46,16,127,5.0,idle
90.32125,111,31,156,47,73,5,30,112,127,0.0,idle
90.51925,111,13,252,207,72,7,210,238,120,2.0,idle
90.7172,111,17,100,16,200,245,53,239,95,238.0,driving
90.9152,111,53,140,175,72,113,105,203,118,132.0,driving
91.1136,111,105,92,47,71,89,145,73,133,24.0,driving
91.31125,111,179,244,141,196,186,208,97,228,97.0,driving
91.50925,111,15,132,79,65,246,57,204,183,60.0,driving
91.70725,111,197,235,13,61,0,158,141,133,246.0,driving
91.90525,111,203,139,237,188,42,90,208,116,42.0,driving
92.10345,111,209,171,45,189,238,165,207,129,196.0,driving
92.30125,111,201,243,77,189,13,242,111,124,225.0,driving
92.49925,111,207,227,45,189,11,74,175,126,2.0,idle
92.69725,111,207,195,237,61,230,245,79,134,219.0,driving
92.89525,111,223,51,142,57,32,66,80,99,198.0,driving
93.0935,111,245,179,44,61,191,21,15,138,159.0,driving
