"avg_b0","avg_b1","avg_b2","avg_b3","avg_b4","avg_b5","avg_b6","avg_b7"
"95.11882426516573","175.70794246404003","144.14446529080675","130.40650406504065","141.7385866166354","135.0731707317073","104.22138836772983","127.48280175109443"
