"timestamp","file_name","byte_4","byte_4_diff","driving_state"
"465.25255","00000001-69B82837.MF4","255","0.0","idle"
"465.4505","00000001-69B82837.MF4","255","0.0","idle"
"465.64849999999996","00000001-69B82837.MF4","255","0.0","idle"
"465.8465","00000001-69B82837.MF4","255","0.0","idle"
"466.04465","00000001-69B82837.MF4","255","0.0","idle"
"466.24255","00000001-69B82837.MF4","255","0.0","idle"
"466.4405","00000001-69B82837.MF4","255","0.0","idle"
"466.63849999999996","00000001-69B82837.MF4","255","0.0","idle"
"466.8365","00000001-69B82837.MF4","255","0.0","idle"
"467.03465","00000001-69B82837.MF4","255","0.0","idle"
"467.23255","00000001-69B82837.MF4","255","0.0","idle"
"467.4305","00000001-69B82837.MF4","255","0.0","idle"
"467.6285","00000001-69B82837.MF4","255","0.0","idle"
"467.82649999999995","00000001-69B82837.MF4","255","0.0","idle"
"468.02464999999995","00000001-69B82837.MF4","255","0.0","idle"
"468.22254999999996","00000001-69B82837.MF4","255","0.0","idle"
"468.42055","00000001-69B82837.MF4","255","0.0","idle"
"468.61854999999997","00000001-69B82837.MF4","255","0.0","idle"
"468.81655","00000001-69B82837.MF4","255","0.0","idle"
"469.01464999999996","00000001-69B82837.MF4","255","0.0","idle"
"469.21254999999996","00000001-69B82837.MF4","255","0.0","idle"
"469.41049999999996","00000001-69B82837.MF4","255","0.0","idle"
"469.6085","00000001-69B82837.MF4","255","0.0","idle"
"469.80649999999997","00000001-69B82837.MF4","255","0.0","idle"
"470.00464999999997","00000001-69B82837.MF4","255","0.0","idle"
"470.20255","00000001-69B82837.MF4","255","0.0","idle"
"470.40049999999997","00000001-69B82837.MF4","255","0.0","idle"
"470.59855","00000001-69B82837.MF4","255","0.0","idle"
"470.79654999999997","00000001-69B82837.MF4","255","0.0","idle"
"470.99465","00000001-69B82837.MF4","255","0.0","idle"
"471.19255","00000001-69B82837.MF4","255","0.0","idle"
"471.39054999999996","00000001-69B82837.MF4","255","0.0","idle"
"471.58855","00000001-69B82837.MF4","255","0.0","idle"
"471.78504999999996","00000001-69B82837.MF4","255","0.0","idle"
"471.98305","00000001-69B82837.MF4","255","0.0","idle"
"472.18109999999996","00000001-69B82837.MF4","255","0.0","idle"
"472.37905","00000001-69B82837.MF4","255","0.0","idle"
"472.57705","00000001-69B82837.MF4","255","0.0","idle"
"472.77504999999996","00000001-69B82837.MF4","255","0.0","idle"
"472.97305","00000001-69B82837.MF4","255","0.0","idle"
"473.17109999999997","00000001-69B82837.MF4","255","0.0","idle"
"473.36904999999996","00000001-69B82837.MF4","255","0.0","idle"
