"sample_index","file_name","timestamp","byte_4","byte_4_diff","driving_state"
"1422","00000001-69B82837.MF4","76.77525","6","4.0","idle"
"1423","00000001-69B82837.MF4","76.9718","255","249.0","driving"
"1424","00000001-69B82837.MF4","77.17","253","2.0","idle"
"1425","00000001-69B82837.MF4","77.3678","254","1.0","idle"
"1426","00000001-69B82837.MF4","77.5658","251","3.0","idle"
"1427","00000001-69B82837.MF4","77.7638","251","0.0","idle"
"1428","00000001-69B82837.MF4","77.9618","248","3.0","idle"
"1429","00000001-69B82837.MF4","78.15995","253","5.0","idle"
"1430","00000001-69B82837.MF4","78.3578","254","1.0","idle"
"1431","00000001-69B82837.MF4","78.55579999999999","1","253.0","driving"
"1432","00000001-69B82837.MF4","78.7538","6","5.0","idle"
"1433","00000001-69B82837.MF4","78.95179999999999","5","1.0","idle"
"1434","00000001-69B82837.MF4","79.14994999999999","5","0.0","idle"
"1435","00000001-69B82837.MF4","79.34779999999999","3","2.0","idle"
"1436","00000001-69B82837.MF4","79.5458","0","3.0","idle"
"1437","00000001-69B82837.MF4","79.7438","255","255.0","driving"
"1438","00000001-69B82837.MF4","79.9418","253","2.0","idle"
"1439","00000001-69B82837.MF4","80.14","255","2.0","idle"
"1440","00000001-69B82837.MF4","80.3378","253","2.0","idle"
"1441","00000001-69B82837.MF4","80.5358","1","252.0","driving"
"1442","00000001-69B82837.MF4","80.73384999999999","254","253.0","driving"
"1443","00000001-69B82837.MF4","80.9318","253","1.0","idle"
"1444","00000001-69B82837.MF4","81.13005","254","1.0","idle"
"1445","00000001-69B82837.MF4","81.3278","252","2.0","idle"
"1446","00000001-69B82837.MF4","81.52579999999999","2","250.0","driving"
"1447","00000001-69B82837.MF4","81.7238","255","253.0","driving"
"1448","00000001-69B82837.MF4","81.92179999999999","151","104.0","driving"
"1449","00000001-69B82837.MF4","82.11995","78","73.0","driving"
"1450","00000001-69B82837.MF4","82.31779999999999","146","68.0","driving"
"1451","00000001-69B82837.MF4","82.5158","81","65.0","driving"
"1452","00000001-69B82837.MF4","82.71379999999999","47","34.0","driving"
"1453","00000001-69B82837.MF4","82.9118","232","185.0","driving"
"1454","00000001-69B82837.MF4","83.10995","251","19.0","idle"
"1455","00000001-69B82837.MF4","83.30785","250","1.0","idle"
"1456","00000001-69B82837.MF4","83.50585","2","248.0","driving"
"1457","00000001-69B82837.MF4","83.70385","250","248.0","driving"
"1458","00000001-69B82837.MF4","83.9018","254","4.0","idle"
"1459","00000001-69B82837.MF4","84.1","1","253.0","driving"
"1460","00000001-69B82837.MF4","84.2978","250","249.0","driving"
"1461","00000001-69B82837.MF4","84.4958","180","70.0","driving"
"1462","00000001-69B82837.MF4","84.6938","20","160.0","driving"
"1463","00000001-69B82837.MF4","84.89179999999999","243","223.0","driving"
"1464","00000001-69B82837.MF4","85.08999999999999","72","171.0","driving"
"1465","00000001-69B82837.MF4","85.28779999999999","3","69.0","driving"
"1466","00000001-69B82837.MF4","85.48585","40","37.0","driving"
"1467","00000001-69B82837.MF4","85.68384999999999","10","30.0","driving"
"1468","00000001-69B82837.MF4","85.88185","139","129.0","driving"
"1469","00000001-69B82837.MF4","86.0801","252","113.0","driving"
"1470","00000001-69B82837.MF4","86.27785","69","183.0","driving"
"1471","00000001-69B82837.MF4","86.47585","82","13.0","idle"
"1472","00000001-69B82837.MF4","86.67385","209","127.0","driving"
"1473","00000001-69B82837.MF4","86.87185","244","35.0","driving"
"1474","00000001-69B82837.MF4","87.07","255","11.0","idle"
"1475","00000001-69B82837.MF4","87.2678","252","3.0","idle"
"1476","00000001-69B82837.MF4","87.4658","249","3.0","idle"
"1477","00000001-69B82837.MF4","87.6638","252","3.0","idle"
"1478","00000001-69B82837.MF4","87.86184999999999","26","226.0","driving"
"1479","00000001-69B82837.MF4","88.05995","208","182.0","driving"
"1480","00000001-69B82837.MF4","88.25784999999999","4","204.0","driving"
"1481","00000001-69B82837.MF4","88.45585","249","245.0","driving"
"1482","00000001-69B82837.MF4","88.65384999999999","4","245.0","driving"
"1483","00000001-69B82837.MF4","88.85329999999999","3","1.0","idle"
"1484","00000001-69B82837.MF4","89.05154999999999","248","245.0","driving"
"1485","00000001-69B82837.MF4","89.24934999999999","239","9.0","idle"
"1486","00000001-69B82837.MF4","89.44735","8","231.0","driving"
"1487","00000001-69B82837.MF4","89.64529999999999","246","238.0","driving"
"1488","00000001-69B82837.MF4","89.8433","2","244.0","driving"
"1489","00000001-69B82837.MF4","90.0416","2","0.0","idle"
"1490","00000001-69B82837.MF4","90.2393","1","1.0","idle"
"1491","00000001-69B82837.MF4","90.4373","4","3.0","idle"
"1492","00000001-69B82837.MF4","90.6353","3","1.0","idle"
"1493","00000001-69B82837.MF4","90.8333","5","2.0","idle"
"1494","00000001-69B82837.MF4","91.03165","254","249.0","driving"
"1495","00000001-69B82837.MF4","91.22935","254","0.0","idle"
"1496","00000001-69B82837.MF4","91.42734999999999","252","2.0","idle"
"1497","00000001-69B82837.MF4","91.62535","3","249.0","driving"
"1498","00000001-69B82837.MF4","91.82334999999999","8","5.0","idle"
"1499","00000001-69B82837.MF4","92.02159999999999","5","3.0","idle"
"1500","00000001-69B82837.MF4","92.21934999999999","1","4.0","idle"
"1501","00000001-69B82837.MF4","92.41735","244","243.0","driving"
"1502","00000001-69B82837.MF4","92.61534999999999","3","241.0","driving"
"1503","00000001-69B82837.MF4","92.8133","144","141.0","driving"
"1504","00000001-69B82837.MF4","93.01164999999999","10","134.0","driving"
"1505","00000001-69B82837.MF4","93.2093","2","8.0","idle"
"1506","00000001-69B82837.MF4","93.40729999999999","2","0.0","idle"
"1507","00000001-69B82837.MF4","93.6053","252","250.0","driving"
"1508","00000001-69B82837.MF4","93.80335","1","251.0","driving"
"1509","00000001-69B82837.MF4","94.00155","248","247.0","driving"
"1510","00000001-69B82837.MF4","94.19935","4","244.0","driving"
"1511","00000001-69B82837.MF4","94.39734999999999","7","3.0","idle"
"1512","00000001-69B82837.MF4","94.59535","252","245.0","driving"
"1513","00000001-69B82837.MF4","94.79334999999999","7","245.0","driving"
"1514","00000001-69B82837.MF4","94.99175","21","14.0","idle"
"1515","00000001-69B82837.MF4","95.18934999999999","193","172.0","driving"
"1516","00000001-69B82837.MF4","95.38735","252","59.0","driving"
"1517","00000001-69B82837.MF4","95.58534999999999","252","0.0","idle"
"1518","00000001-69B82837.MF4","95.78184999999999","13","239.0","driving"
"1519","00000001-69B82837.MF4","95.97995","255","242.0","driving"
"1520","00000001-69B82837.MF4","96.17784999999999","254","1.0","idle"
"1521","00000001-69B82837.MF4","96.37644999999999","4","250.0","driving"
"1522","00000001-69B82837.MF4","96.5745","4","0.0","idle"
"1523","00000001-69B82837.MF4","96.77335","3","1.0","idle"
"1524","00000001-69B82837.MF4","96.9717","0","3.0","idle"
"1525","00000001-69B82837.MF4","97.16935","252","252.0","driving"
"1526","00000001-69B82837.MF4","97.36735","251","1.0","idle"
"1527","00000001-69B82837.MF4","97.56535","250","1.0","idle"
"1528","00000001-69B82837.MF4","97.76335","254","4.0","idle"
"1529","00000001-69B82837.MF4","97.96159999999999","254","0.0","idle"
"1530","00000001-69B82837.MF4","98.15785","1","253.0","driving"
"1531","00000001-69B82837.MF4","98.35584999999999","3","2.0","idle"
"1532","00000001-69B82837.MF4","98.55385","255","252.0","driving"
"1533","00000001-69B82837.MF4","98.75184999999999","1","254.0","driving"
"1534","00000001-69B82837.MF4","98.95004999999999","254","253.0","driving"
"1535","00000001-69B82837.MF4","99.14784999999999","255","1.0","idle"
"1536","00000001-69B82837.MF4","99.3459","252","3.0","idle"
"1537","00000001-69B82837.MF4","99.5439","251","1.0","idle"
"1538","00000001-69B82837.MF4","99.7419","251","0.0","idle"
"1539","00000001-69B82837.MF4","99.94005","250","1.0","idle"
"1540","00000001-69B82837.MF4","100.1379","255","5.0","idle"
"1541","00000001-69B82837.MF4","100.3359","2","253.0","driving"
"1542","00000001-69B82837.MF4","100.53385","5","3.0","idle"
"1543","00000001-69B82837.MF4","100.73185","3","2.0","idle"
"1544","00000001-69B82837.MF4","100.93005","255","252.0","driving"
"1545","00000001-69B82837.MF4","101.12785","253","2.0","idle"
"1546","00000001-69B82837.MF4","101.32584999999999","251","2.0","idle"
"1547","00000001-69B82837.MF4","101.5239","254","3.0","idle"
"1548","00000001-69B82837.MF4","101.72189999999999","255","1.0","idle"
"1549","00000001-69B82837.MF4","101.92","252","3.0","idle"
"1550","00000001-69B82837.MF4","102.11789999999999","254","2.0","idle"
"1551","00000001-69B82837.MF4","102.3159","1","253.0","driving"
"1552","00000001-69B82837.MF4","102.51389999999999","3","2.0","idle"
"1553","00000001-69B82837.MF4","102.7119","4","1.0","idle"
"1554","00000001-69B82837.MF4","102.91015","2","2.0","idle"
"1555","00000001-69B82837.MF4","103.1079","252","250.0","driving"
"1556","00000001-69B82837.MF4","103.3059","251","1.0","idle"
"1557","00000001-69B82837.MF4","103.5039","252","1.0","idle"
"1558","00000001-69B82837.MF4","103.70185","253","1.0","idle"
"1559","00000001-69B82837.MF4","103.89994999999999","0","253.0","driving"
"1560","00000001-69B82837.MF4","104.0979","0","0.0","idle"
"1561","00000001-69B82837.MF4","104.29589999999999","0","0.0","idle"
"1562","00000001-69B82837.MF4","104.4939","3","3.0","idle"
"1563","00000001-69B82837.MF4","104.69189999999999","231","228.0","driving"
"1564","00000001-69B82837.MF4","104.89014999999999","215","16.0","idle"
"1565","00000001-69B82837.MF4","105.08789999999999","183","32.0","driving"
"1566","00000001-69B82837.MF4","105.2859","91","92.0","driving"
"1567","00000001-69B82837.MF4","105.48389999999999","13","78.0","driving"
"1568","00000001-69B82837.MF4","105.6819","249","236.0","driving"
"1569","00000001-69B82837.MF4","105.87995","132","117.0","driving"
"1570","00000001-69B82837.MF4","106.0779","12","120.0","driving"
"1571","00000001-69B82837.MF4","106.2759","148","136.0","driving"
"1572","00000001-69B82837.MF4","106.4739","192","44.0","driving"
"1573","00000001-69B82837.MF4","106.6719","17","175.0","driving"
"1574","00000001-69B82837.MF4","106.8701","178","161.0","driving"
"1575","00000001-69B82837.MF4","107.0679","78","100.0","driving"
"1576","00000001-69B82837.MF4","107.2659","226","148.0","driving"
"1577","00000001-69B82837.MF4","107.4639","242","16.0","idle"
"1578","00000001-69B82837.MF4","107.66189999999999","245","3.0","idle"
"1579","00000001-69B82837.MF4","107.86","222","23.0","driving"
"1580","00000001-69B82837.MF4","108.05789999999999","218","4.0","idle"
"1581","00000001-69B82837.MF4","108.2559","241","23.0","driving"
"1582","00000001-69B82837.MF4","108.45389999999999","248","7.0","idle"
"1583","00000001-69B82837.MF4","108.6519","7","241.0","driving"
"1584","00000001-69B82837.MF4","108.85159999999999","0","7.0","idle"
"1585","00000001-69B82837.MF4","109.0495","253","253.0","driving"
"1586","00000001-69B82837.MF4","109.2474","252","1.0","idle"
"1587","00000001-69B82837.MF4","109.44534999999999","248","4.0","idle"
"1588","00000001-69B82837.MF4","109.64335","0","248.0","driving"
"1589","00000001-69B82837.MF4","109.8416","251","251.0","driving"
"1590","00000001-69B82837.MF4","110.03949999999999","255","4.0","idle"
"1591","00000001-69B82837.MF4","110.2374","252","3.0","idle"
"1592","00000001-69B82837.MF4","110.4354","3","249.0","driving"
"1593","00000001-69B82837.MF4","110.6334","252","249.0","driving"
"1594","00000001-69B82837.MF4","110.83155","250","2.0","idle"
"1595","00000001-69B82837.MF4","111.0295","4","246.0","driving"
"1596","00000001-69B82837.MF4","111.22739999999999","243","239.0","driving"
"1597","00000001-69B82837.MF4","111.4254","8","235.0","driving"
"1598","00000001-69B82837.MF4","111.62339999999999","254","246.0","driving"
"1599","00000001-69B82837.MF4","111.8215","246","8.0","idle"
"1600","00000001-69B82837.MF4","112.01955","2","244.0","driving"
"1601","00000001-69B82837.MF4","112.2174","71","69.0","driving"
"1602","00000001-69B82837.MF4","112.41539999999999","158","87.0","driving"
"1603","00000001-69B82837.MF4","112.6134","26","132.0","driving"
"1604","00000001-69B82837.MF4","112.8116","242","216.0","driving"
"1605","00000001-69B82837.MF4","113.00949999999999","248","6.0","idle"
"1606","00000001-69B82837.MF4","113.20739999999999","16","232.0","driving"
"1607","00000001-69B82837.MF4","113.4054","8","8.0","idle"
"1608","00000001-69B82837.MF4","113.6034","14","6.0","idle"
"1609","00000001-69B82837.MF4","113.8016","12","2.0","idle"
"1610","00000001-69B82837.MF4","113.99955","233","221.0","driving"
"1611","00000001-69B82837.MF4","114.1974","234","1.0","idle"
"1612","00000001-69B82837.MF4","114.3954","252","18.0","idle"
"1613","00000001-69B82837.MF4","114.59339999999999","248","4.0","idle"
"1614","00000001-69B82837.MF4","114.79155","0","248.0","driving"
"1615","00000001-69B82837.MF4","114.98955","254","254.0","driving"
"1616","00000001-69B82837.MF4","115.1874","251","3.0","idle"
"1617","00000001-69B82837.MF4","115.38539999999999","253","2.0","idle"
"1618","00000001-69B82837.MF4","115.5834","6","247.0","driving"
"1619","00000001-69B82837.MF4","115.7815","7","1.0","idle"
"1620","00000001-69B82837.MF4","115.9795","246","239.0","driving"
"1621","00000001-69B82837.MF4","116.17739999999999","2","244.0","driving"
"1622","00000001-69B82837.MF4","116.3754","255","253.0","driving"
"1623","00000001-69B82837.MF4","116.57339999999999","252","3.0","idle"
"1624","00000001-69B82837.MF4","116.77165","5","247.0","driving"
"1625","00000001-69B82837.MF4","116.96794999999999","251","246.0","driving"
"1626","00000001-69B82837.MF4","117.1659","18","233.0","driving"
"1627","00000001-69B82837.MF4","117.3639","26","8.0","idle"
"1628","00000001-69B82837.MF4","117.5619","1","25.0","driving"
"1629","00000001-69B82837.MF4","117.7601","248","247.0","driving"
"1630","00000001-69B82837.MF4","117.9579","253","5.0","idle"
"1631","00000001-69B82837.MF4","118.15594999999999","246","7.0","idle"
"1632","00000001-69B82837.MF4","118.35395","0","246.0","driving"
"1633","00000001-69B82837.MF4","118.55194999999999","244","244.0","driving"
"1634","00000001-69B82837.MF4","118.75014999999999","61","183.0","driving"
"1635","00000001-69B82837.MF4","118.94794999999999","11","50.0","driving"
"1636","00000001-69B82837.MF4","119.14595","226","215.0","driving"
"1637","00000001-69B82837.MF4","119.34394999999999","250","24.0","driving"
"1638","00000001-69B82837.MF4","119.54195","40","210.0","driving"
"1639","00000001-69B82837.MF4","119.7401","214","174.0","driving"
"1640","00000001-69B82837.MF4","119.93795","10","204.0","driving"
"1641","00000001-69B82837.MF4","120.13595","193","183.0","driving"
"1642","00000001-69B82837.MF4","120.3339","19","174.0","driving"
"1643","00000001-69B82837.MF4","120.53195","0","19.0","idle"
"1644","00000001-69B82837.MF4","120.73004999999999","254","254.0","driving"
"1645","00000001-69B82837.MF4","120.92795","0","254.0","driving"
"1646","00000001-69B82837.MF4","121.12594999999999","19","19.0","idle"
"1647","00000001-69B82837.MF4","121.32395","76","57.0","driving"
"1648","00000001-69B82837.MF4","121.52194999999999","25","51.0","driving"
"1649","00000001-69B82837.MF4","121.72009999999999","53","28.0","driving"
"1650","00000001-69B82837.MF4","121.91794999999999","38","15.0","idle"
"1651","00000001-69B82837.MF4","122.11595","7","31.0","driving"
"1652","00000001-69B82837.MF4","122.31394999999999","238","231.0","driving"
"1653","00000001-69B82837.MF4","122.51195","244","6.0","idle"
"1654","00000001-69B82837.MF4","122.71","254","10.0","idle"
"1655","00000001-69B82837.MF4","122.90795","239","15.0","idle"
"1656","00000001-69B82837.MF4","123.10594999999999","9","230.0","driving"
"1657","00000001-69B82837.MF4","123.30395","155","146.0","driving"
"1658","00000001-69B82837.MF4","123.50195","112","43.0","driving"
"1659","00000001-69B82837.MF4","123.70025","23","89.0","driving"
"1660","00000001-69B82837.MF4","123.89795","67","44.0","driving"
"1661","00000001-69B82837.MF4","124.09594999999999","41","26.0","driving"
"1662","00000001-69B82837.MF4","124.29395","15","26.0","driving"
"1663","00000001-69B82837.MF4","124.49194999999999","45","30.0","driving"
"1664","00000001-69B82837.MF4","124.69005","250","205.0","driving"
"1665","00000001-69B82837.MF4","124.88794999999999","26","224.0","driving"
"1666","00000001-69B82837.MF4","125.08595","248","222.0","driving"
"1667","00000001-69B82837.MF4","125.28394999999999","230","18.0","idle"
"1668","00000001-69B82837.MF4","125.48195","13","217.0","driving"
"1669","00000001-69B82837.MF4","125.6801","235","222.0","driving"
"1670","00000001-69B82837.MF4","125.87795","39","196.0","driving"
"1671","00000001-69B82837.MF4","126.07594999999999","3","36.0","driving"
"1672","00000001-69B82837.MF4","126.27395","251","248.0","driving"
"1673","00000001-69B82837.MF4","126.47194999999999","227","24.0","driving"
"1674","00000001-69B82837.MF4","126.67009999999999","253","26.0","driving"
"1675","00000001-69B82837.MF4","126.86795","7","246.0","driving"
"1676","00000001-69B82837.MF4","127.06595","9","2.0","idle"
"1677","00000001-69B82837.MF4","127.26395","53","44.0","driving"
"1678","00000001-69B82837.MF4","127.46199999999999","4","49.0","driving"
"1679","00000001-69B82837.MF4","127.66014999999999","8","4.0","idle"
"1680","00000001-69B82837.MF4","127.85794999999999","14","6.0","idle"
"1681","00000001-69B82837.MF4","128.05595","254","240.0","driving"
"1682","00000001-69B82837.MF4","128.25395","6","248.0","driving"
"1683","00000001-69B82837.MF4","128.45194999999998","254","248.0","driving"
"1684","00000001-69B82837.MF4","128.65165","254","0.0","idle"
"1685","00000001-69B82837.MF4","128.84945","5","249.0","driving"
"1686","00000001-69B82837.MF4","129.0476","255","250.0","driving"
"1687","00000001-69B82837.MF4","129.24545","1","254.0","driving"
"1688","00000001-69B82837.MF4","129.44344999999998","252","251.0","driving"
"1689","00000001-69B82837.MF4","129.64165","0","252.0","driving"
"1690","00000001-69B82837.MF4","129.83945","6","6.0","idle"
"1691","00000001-69B82837.MF4","130.03754999999998","253","247.0","driving"
"1692","00000001-69B82837.MF4","130.23545","0","253.0","driving"
"1693","00000001-69B82837.MF4","130.43345","252","252.0","driving"
"1694","00000001-69B82837.MF4","130.63155","252","0.0","idle"
"1695","00000001-69B82837.MF4","130.82944999999998","250","2.0","idle"
"1696","00000001-69B82837.MF4","131.0276","254","4.0","idle"
"1697","00000001-69B82837.MF4","131.22545","18","236.0","driving"
"1698","00000001-69B82837.MF4","131.42345","232","214.0","driving"
"1699","00000001-69B82837.MF4","131.62165","35","197.0","driving"
"1700","00000001-69B82837.MF4","131.81945","73","38.0","driving"
"1701","00000001-69B82837.MF4","132.0176","178","105.0","driving"
"1702","00000001-69B82837.MF4","132.21545","58","120.0","driving"
"1703","00000001-69B82837.MF4","132.41344999999998","206","148.0","driving"
"1704","00000001-69B82837.MF4","132.61155","216","10.0","idle"
"1705","00000001-69B82837.MF4","132.80945","34","182.0","driving"
"1706","00000001-69B82837.MF4","133.0076","2","32.0","driving"
"1707","00000001-69B82837.MF4","133.20544999999998","243","241.0","driving"
"1708","00000001-69B82837.MF4","133.40345","254","11.0","idle"
"1709","00000001-69B82837.MF4","133.6017","217","37.0","driving"
"1710","00000001-69B82837.MF4","133.79945","142","75.0","driving"
"1711","00000001-69B82837.MF4","133.9976","10","132.0","driving"
"1712","00000001-69B82837.MF4","134.19545","46","36.0","driving"
"1713","00000001-69B82837.MF4","134.39345","193","147.0","driving"
"1714","00000001-69B82837.MF4","134.5916","43","150.0","driving"
"1715","00000001-69B82837.MF4","134.78945","232","189.0","driving"
"1716","00000001-69B82837.MF4","134.9876","251","19.0","idle"
"1717","00000001-69B82837.MF4","135.18545","231","20.0","idle"
"1718","00000001-69B82837.MF4","135.38344999999998","14","217.0","driving"
"1719","00000001-69B82837.MF4","135.58015","0","14.0","idle"
"1720","00000001-69B82837.MF4","135.778","3","3.0","idle"
"1721","00000001-69B82837.MF4","135.976","3","0.0","idle"
"1722","00000001-69B82837.MF4","136.174","1","2.0","idle"
"1723","00000001-69B82837.MF4","136.37199999999999","231","230.0","driving"
"1724","00000001-69B82837.MF4","136.57014999999998","235","4.0","idle"
"1725","00000001-69B82837.MF4","136.768","251","16.0","idle"
"1726","00000001-69B82837.MF4","136.96599999999998","232","19.0","idle"
"1727","00000001-69B82837.MF4","137.164","150","82.0","driving"
"1728","00000001-69B82837.MF4","137.362","253","103.0","driving"
"1729","00000001-69B82837.MF4","137.56019999999998","229","24.0","driving"
"1730","00000001-69B82837.MF4","137.75799999999998","17","212.0","driving"
"1731","00000001-69B82837.MF4","137.956","242","225.0","driving"
"1732","00000001-69B82837.MF4","138.154","8","234.0","driving"
"1733","00000001-69B82837.MF4","138.352","10","2.0","idle"
"1734","00000001-69B82837.MF4","138.5502","4","6.0","idle"
"1735","00000001-69B82837.MF4","138.748","146","142.0","driving"
"1736","00000001-69B82837.MF4","138.946","242","96.0","driving"
"1737","00000001-69B82837.MF4","139.144","7","235.0","driving"
"1738","00000001-69B82837.MF4","139.34199999999998","71","64.0","driving"
"1739","00000001-69B82837.MF4","139.54014999999998","61","10.0","idle"
"1740","00000001-69B82837.MF4","139.738","249","188.0","driving"
"1741","00000001-69B82837.MF4","139.936","18","231.0","driving"
"1742","00000001-69B82837.MF4","140.134","33","15.0","idle"
"1743","00000001-69B82837.MF4","140.332","5","28.0","driving"
"1744","00000001-69B82837.MF4","140.53015","80","75.0","driving"
"1745","00000001-69B82837.MF4","140.72799999999998","229","149.0","driving"
"1746","00000001-69B82837.MF4","140.926","228","1.0","idle"
"1747","00000001-69B82837.MF4","141.124","41","187.0","driving"
"1748","00000001-69B82837.MF4","141.322","254","213.0","driving"
"1749","00000001-69B82837.MF4","141.52009999999999","243","11.0","idle"
"1750","00000001-69B82837.MF4","141.718","7","236.0","driving"
"1751","00000001-69B82837.MF4","141.916","50","43.0","driving"
"1752","00000001-69B82837.MF4","142.114","241","191.0","driving"
"1753","00000001-69B82837.MF4","142.31199999999998","225","16.0","idle"
"1754","00000001-69B82837.MF4","142.5102","3","222.0","driving"
"1755","00000001-69B82837.MF4","142.708","0","3.0","idle"
"1756","00000001-69B82837.MF4","142.906","2","2.0","idle"
"1757","00000001-69B82837.MF4","143.10399999999998","45","43.0","driving"
"1758","00000001-69B82837.MF4","143.302","121","76.0","driving"
"1759","00000001-69B82837.MF4","143.5001","201","80.0","driving"
"1760","00000001-69B82837.MF4","143.69805","190","11.0","idle"
"1761","00000001-69B82837.MF4","143.89605","203","13.0","idle"
"1762","00000001-69B82837.MF4","144.094","9","194.0","driving"
"1763","00000001-69B82837.MF4","144.292","67","58.0","driving"
"1764","00000001-69B82837.MF4","144.49015","135","68.0","driving"
"1765","00000001-69B82837.MF4","144.688","19","116.0","driving"
"1766","00000001-69B82837.MF4","144.886","72","53.0","driving"
"1767","00000001-69B82837.MF4","145.084","1","71.0","driving"
"1768","00000001-69B82837.MF4","145.28199999999998","235","234.0","driving"
"1769","00000001-69B82837.MF4","145.48014999999998","238","3.0","idle"
"1770","00000001-69B82837.MF4","145.678","248","10.0","idle"
"1771","00000001-69B82837.MF4","145.876","209","39.0","driving"
"1772","00000001-69B82837.MF4","146.07399999999998","253","44.0","driving"
"1773","00000001-69B82837.MF4","146.27205","247","6.0","idle"
"1774","00000001-69B82837.MF4","146.47015","22","225.0","driving"
"1775","00000001-69B82837.MF4","146.66805","85","63.0","driving"
"1776","00000001-69B82837.MF4","146.86605","57","28.0","driving"
"1777","00000001-69B82837.MF4","147.06404999999998","206","149.0","driving"
"1778","00000001-69B82837.MF4","147.262","231","25.0","driving"
"1779","00000001-69B82837.MF4","147.4603","248","17.0","idle"
"1780","00000001-69B82837.MF4","147.658","42","206.0","driving"
"1781","00000001-69B82837.MF4","147.856","27","15.0","idle"
"1782","00000001-69B82837.MF4","148.054","7","20.0","idle"
"1783","00000001-69B82837.MF4","148.2535","4","3.0","idle"
"1784","00000001-69B82837.MF4","148.45165","255","251.0","driving"
"1785","00000001-69B82837.MF4","148.6495","10","245.0","driving"
"1786","00000001-69B82837.MF4","148.8475","248","238.0","driving"
"1787","00000001-69B82837.MF4","149.0456","240","8.0","idle"
"1788","00000001-69B82837.MF4","149.24349999999998","248","8.0","idle"
"1789","00000001-69B82837.MF4","149.4417","248","0.0","idle"
"1790","00000001-69B82837.MF4","149.63954999999999","253","5.0","idle"
"1791","00000001-69B82837.MF4","149.8375","250","3.0","idle"
"1792","00000001-69B82837.MF4","150.03565","3","247.0","driving"
"1793","00000001-69B82837.MF4","150.2335","6","3.0","idle"
"1794","00000001-69B82837.MF4","150.43165","3","3.0","idle"
"1795","00000001-69B82837.MF4","150.6295","4","1.0","idle"
"1796","00000001-69B82837.MF4","150.8275","7","3.0","idle"
"1797","00000001-69B82837.MF4","151.02564999999998","7","0.0","idle"
"1798","00000001-69B82837.MF4","151.2235","3","4.0","idle"
"1799","00000001-69B82837.MF4","151.42165","4","1.0","idle"
"1800","00000001-69B82837.MF4","151.6195","255","251.0","driving"
"1801","00000001-69B82837.MF4","151.8175","2","253.0","driving"
"1802","00000001-69B82837.MF4","152.01565","254","252.0","driving"
"1803","00000001-69B82837.MF4","152.21355","2","252.0","driving"
"1804","00000001-69B82837.MF4","152.41174999999998","0","2.0","idle"
"1805","00000001-69B82837.MF4","152.60954999999998","4","4.0","idle"
"1806","00000001-69B82837.MF4","152.80755","9","5.0","idle"
"1807","00000001-69B82837.MF4","153.00565","8","1.0","idle"
"1808","00000001-69B82837.MF4","153.2035","16","8.0","idle"
"1809","00000001-69B82837.MF4","153.40165","253","237.0","driving"
"1810","00000001-69B82837.MF4","153.5995","252","1.0","idle"
"1811","00000001-69B82837.MF4","153.79749999999999","4","248.0","driving"
"1812","00000001-69B82837.MF4","153.99564999999998","255","251.0","driving"
"1813","00000001-69B82837.MF4","154.19205","1","254.0","driving"
"1814","00000001-69B82837.MF4","154.39024999999998","251","250.0","driving"
"1815","00000001-69B82837.MF4","154.58804999999998","253","2.0","idle"
"1816","00000001-69B82837.MF4","154.78605","249","4.0","idle"
"1817","00000001-69B82837.MF4","154.98405","25","224.0","driving"
"1818","00000001-69B82837.MF4","155.18205","116","91.0","driving"
"1819","00000001-69B82837.MF4","155.3802","109","7.0","idle"
"1820","00000001-69B82837.MF4","155.57805","2","107.0","driving"
"1821","00000001-69B82837.MF4","155.77605","12","10.0","idle"
"1822","00000001-69B82837.MF4","155.97405","230","218.0","driving"
"1823","00000001-69B82837.MF4","156.17204999999998","228","2.0","idle"
"1824","00000001-69B82837.MF4","156.3703","235","7.0","idle"
"1825","00000001-69B82837.MF4","156.56805","240","5.0","idle"
"1826","00000001-69B82837.MF4","156.76605","37","203.0","driving"
"1827","00000001-69B82837.MF4","156.96564999999998","249","212.0","driving"
"1828","00000001-69B82837.MF4","157.16264999999999","241","8.0","idle"
"1829","00000001-69B82837.MF4","157.3618","211","30.0","driving"
"1830","00000001-69B82837.MF4","157.55955","5","206.0","driving"
"1831","00000001-69B82837.MF4","157.75754999999998","255","250.0","driving"
"1832","00000001-69B82837.MF4","157.95405","239","16.0","idle"
"1833","00000001-69B82837.MF4","158.15205","0","239.0","driving"
"1834","00000001-69B82837.MF4","158.3502","250","250.0","driving"
"1835","00000001-69B82837.MF4","158.54805","21","229.0","driving"
"1836","00000001-69B82837.MF4","158.74605","35","14.0","idle"
"1837","00000001-69B82837.MF4","158.94405","12","23.0","driving"
"1838","00000001-69B82837.MF4","159.14204999999998","13","1.0","idle"
"1839","00000001-69B82837.MF4","159.34025","26","13.0","idle"
"1840","00000001-69B82837.MF4","159.53805","255","229.0","driving"
"1841","00000001-69B82837.MF4","159.73605","217","38.0","driving"
"1842","00000001-69B82837.MF4","159.93404999999998","245","28.0","driving"
"1843","00000001-69B82837.MF4","160.13205","243","2.0","idle"
"1844","00000001-69B82837.MF4","160.3302","241","2.0","idle"
"1845","00000001-69B82837.MF4","160.5281","252","11.0","idle"
"1846","00000001-69B82837.MF4","160.72605","255","3.0","idle"
"1847","00000001-69B82837.MF4","160.92405","253","2.0","idle"
